"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2228639","E010-0166-006","CLOSD","1409 Ashley Street, Richmond City VA 23231","23231","Richmond City","Single Family Residence","12/30/2022","$199,000","$199,000","15","Resale (occupied at least once)","1961","Harrison Place","1,040","0.14","3","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2232046","8724-02-7566","CLOSD","6474 Harbor Drive, Hanover VA 23111","23111","Hanover","Single Family Residence","12/30/2022","$432,500","$440,000","3","Resale (occupied at least once)","2002","Yorke Pointe","2,084","0.35","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2231838","769-68-70-15-100-000","CLOSD","4901 Tandem Drive, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","12/30/2022","$398,000","$385,000","6","Resale (occupied at least once)","2002","Old Coach Hills","1,869","2.60","4","2.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2227301","798-63-39-17-600-000","CLOSD","2820 Ida Avenue, Chesterfield VA 23831","23831","Chesterfield","Single Family Residence","12/30/2022","$215,000","$215,000","34","Resale (occupied at least once)","1996","Searcy","1,072","0.33","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2226953","016A-2-13","CLOSD","3029 Mill Mount Lane, Powhatan VA 23139","23139","Powhatan","Single Family Residence","12/30/2022","$729,900","$735,000","29","Resale (occupied at least once)","2015","Westlake At Mill Mount","3,156","12.10","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2220740","713662747800000","CLOSD","16036 ROCKY FALLS Court, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","12/30/2022","$494,990","$508,170","7","New (never occupied)","2022","Harpers Mill","2,696","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2205978","100746","CLOSD","5274 Linkshire Lane, New Kent VA 23140","23140","New Kent","Single Family Residence","12/30/2022","$557,004","$603,514","0","New (never occupied)","2022","Brickshire","2,926","0.39","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2229369","10B  1 D   5","CLOSD","5890 Bushnell Drive, New Kent VA 23124","23124","New Kent","Single Family Residence","12/30/2022","$440,000","$440,000","14","Resale (occupied at least once)","2018","Rochambeau Estates","2,731","0.92","3","2.1","Public Water","Septic - Engineered","Conventional","Individuals"
"1","2203280","715-69-34-53-100-000","CLOSD","15404 Cedarville Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","12/30/2022","$460,950","$515,442","0","New (never occupied)","2022","Newmarket","2,287","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2227331","N000-0208-024","CLOSD","420 West Clay Street, Richmond City VA 23220","23220","Richmond City","Single Family Residence","12/30/2022","$514,950","$510,000","49","Resale (occupied at least once)","1876","None","2,692","0.06","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2230598","C008-0627-016","CLOSD","4513 Welford Avenue, Richmond City VA 23234","23234","Richmond City","Single Family Residence","12/30/2022","$179,950","$185,000","13","Resale (occupied at least once)","1957","Dorris Heights","1,222","0.33","2","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2231287","744-747-2469","CLOSD","1722 Foxcreek Circle, Henrico VA 23238","23238","Henrico","Townhouse","12/30/2022","$276,999","$270,000","14","Resale (occupied at least once)","1979","Raintree","1,397","0.07","3","2.0","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2231354","W000-1207-100","CLOSD","511 North Arthur Ashe Boulevard #UnitU23, Richmond City VA 23220","23220","Richmond City","Condominium","12/30/2022","$259,000","$259,000","4","Resale (occupied at least once)","1928","Tuscan Villas Condominiums","791","","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2231662","770-67-90-62-500-000","CLOSD","6631 Cyrus Street, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","12/30/2022","$209,950","$209,950","3","Resale (occupied at least once)","1984","Kings Forest","960","0.30","3","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2224966","752-68-89-35-400-000","CLOSD","9036 Amberhill Loop, Chesterfield VA 23236","23236","Chesterfield","Townhouse","12/30/2022","$407,500","$415,000","75","Resale (occupied at least once)","2006","Amberleigh","1,949","0.14","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2208698","712-66-29-71-200-000","CLOSD","9112 Copplestone Road, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","12/30/2022","$622,950","$754,051","0","New (never occupied)","2022","Harpers Mill","3,890","","5","5.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2207538","7717-61-7584","CLOSD","2107 Tuckahoe Bridge Drive, Goochland VA 23103","23103","Goochland","Single Family Residence","12/30/2022","$661,950","$759,051","0","New (never occupied)","2022","Tuckahoe Bridge","2,883","0.53","4","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2232445","8725-05-5895","CLOSD","6970 Pimlico Road, Hanover VA 23111","23111","Hanover","Single Family Residence","12/30/2022","$325,000","$335,250","2","Resale (occupied at least once)","1997","Laurel Meadows","1,783","","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2231903","754-746-7491","CLOSD","8502 Pamela Drive, Henrico VA 23229","23229","Henrico","Single Family Residence","12/30/2022","$355,000","$368,000","1","Resale (occupied at least once)","1960","Somerset","2,102","0.27","4","2.0","Public Water","Sewer - Public","Conventional","Partnership"
"1","2231799","749-70-43-15-800-000","CLOSD","101 Aldersmead Road, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","12/30/2022","$335,900","$323,000","6","Resale (occupied at least once)","1975","Shenandoah","2,184","0.40","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2231599","W000-1206-036","CLOSD","2710 Stuart Avenue #UnitU11, Richmond City VA 23220","23220","Richmond City","Condominium","12/30/2022","$229,500","$230,000","5","Resale (occupied at least once)","1920","None","594","0.01","1","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2231435","771-69-49-00-200-000","CLOSD","3129 Newington Court, Chesterfield VA 23224","23224","Chesterfield","Townhouse","12/30/2022","$247,500","$257,000","4","Resale (occupied at least once)","1981","Newberry Towne","2,268","0.04","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2231098","W000-1442-027","CLOSD","3214 Condie Street, Richmond City VA 23221","23221","Richmond City","Single Family Residence","12/30/2022","$395,000","$430,000","5","Resale (occupied at least once)","1946","None","1,327","0.18","3","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2230919","723-70-35-09-100-007","CLOSD","1201 Westwood Village Lane #Unit203, Chesterfield VA 23114","23114","Chesterfield","Condominium","12/30/2022","$294,950","$295,000","4","Resale (occupied at least once)","2015","Westwood Village At Charter Colony","1,489","0.25","2","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2230835","54-2-0-6-0","CLOSD","1482 Timber Ridge, Goochland VA 23102","23102","Goochland","Single Family Residence","12/30/2022","$550,000","$520,000","13","Resale (occupied at least once)","1990","Timber Ridge","3,780","11.72","5","3.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2230824","774-66-99-46-300-000","CLOSD","8705 Watchhaven Lane, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","12/30/2022","$249,000","$249,000","7","Resale (occupied at least once)","1980","Huntingcreek Hills","1,056","0.26","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2230786","N000-0500-014","CLOSD","1911 2nd Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","12/30/2022","$422,224","$422,224","4","Resale (occupied at least once)","1920","Chestnut Hills","1,884","0.27","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2230472","745-70-19-83-500-000","CLOSD","430 Queensway Road, Chesterfield VA 23236","23236","Chesterfield","Single Family Residence","12/30/2022","$245,000","$230,000","35","Resale (occupied at least once)","1980","Briarcliff Section 2","1,050","0.28","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2230227","767-760-7076","CLOSD","9700 Old Route 33, Henrico VA 23060","23060","Henrico","Single Family Residence","12/30/2022","$275,000","$304,000","4","Resale (occupied at least once)","1955","Laurel Heights","1,313","0.62","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2230220","7796-77-2421","CLOSD","9270 Marl Rige Lane, Hanover VA 23116","23116","Hanover","Townhouse","12/30/2022","$429,950","$429,950","27","New (never occupied)","2022","Giles Farm","2,096","","3","2.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2230109","C008-0331-012","CLOSD","1940 Kimrod Road, Richmond City VA 23224","23224","Richmond City","Single Family Residence","12/30/2022","$199,999","$215,000","2","Resale (occupied at least once)","1959","West Chesterfield Gardens","1,169","0.31","3","1.0","Public Water","Sewer - Public","Conventional","Other"
"1","2230053","N017-0235-013","CLOSD","4309 Fauquier Avenue, Richmond City VA 23227","23227","Richmond City","Single Family Residence","12/30/2022","$475,000","$475,000","10","Resale (occupied at least once)","1935","Bellevue Court","2,711","0.45","3","2.1","Public Water","Sewer - Public","Cash","Estate"
"1","2229696","W020-0193-054","CLOSD","5009 Grove Avenue #UnitUC, Richmond City VA 23226","23226","Richmond City","Condominium","12/30/2022","$449,999","$465,000","7","Resale (occupied at least once)","1989","Grove West Condo","1,620","0.04","2","2.0","Public Water","Sewer - Public","Conventional","Estate"
"1","2229213","722-67-24-73-600-000","CLOSD","14425 Duckridge Court, Chesterfield VA 23112","23112","Chesterfield","Townhouse","12/30/2022","$350,000","$355,000","12","Resale (occupied at least once)","1996","Lakepointe","1,597","0.09","3","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2228953","743-760-4900","CLOSD","3825 Maher, Henrico VA 23060","23060","Henrico","Townhouse","12/30/2022","$469,000","$469,000","18","Resale (occupied at least once)","2008","West Broad Village","2,220","0.03","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2228784","802-732-2934","CLOSD","2308 Johnson Place, Henrico VA 23223","23223","Henrico","Single Family Residence","12/30/2022","$272,500","$256,000","4","Resale (occupied at least once)","2006","Oak Hill","1,334","0.19","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2228020","754-742-1354","CLOSD","8524 Rolando Drive, Henrico VA 23229","23229","Henrico","Single Family Residence","12/30/2022","$335,000","$327,000","16","Resale (occupied at least once)","1954","Beverly Hills","1,207","0.24","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2227835","N000992018","CLOSD","3111 Third Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","12/30/2022","$200,000","$150,000","17","Resale (occupied at least once)","1900","None","2,278","0.15","5","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2226790","42        10F","CLOSD","3940 Bailey Road, New Kent VA 23140","23140","New Kent","Single Family Residence","12/30/2022","$325,000","$315,000","28","Resale (occupied at least once)","2000","None","2,247","8.84","3","2.1","Well","Septic - Conventional","VA New","Individuals"
"1","2226309","759-740-9227","CLOSD","7627 Hollins Road, Henrico VA 23229","23229","Henrico","Single Family Residence","12/30/2022","$524,950","$490,000","43","Resale (occupied at least once)","1941","Rollingwood","1,988","0.19","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2226012","742-71-64-47-700-000","CLOSD","2604 Sugarberry Lane, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","12/30/2022","$800,000","$750,000","71","Resale (occupied at least once)","1998","The Gardens At Bellgrade","4,916","0.39","6","5.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2225974","852-709-8743","CLOSD","4502 Monaco Drive, Henrico VA 23150","23150","Henrico","Single Family Residence","12/30/2022","$230,000","$165,000","50","Resale (occupied at least once)","1978","Windsor","1,444","0.71","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2225390","758-738-5738","CLOSD","7909 Dogwood Road, Henrico VA 23229","23229","Henrico","Single Family Residence","12/30/2022","$989,950","$947,000","49","Resale (occupied at least once)","1950","Westham","3,714","1.07","4","3.2","Public Water","Sewer - Public","Cash","Individuals"
"1","2222425","697670815800000","CLOSD","18312 Palisades Court, Chesterfield VA 23120","23120","Chesterfield","Townhouse","12/30/2022","$364,950","$364,950","27","New (never occupied)","2022","Magnolia Green","1,656","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2220587","781-66-70-51-000-000","CLOSD","5330 Chesswood Drive, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","12/30/2022","$225,000","$225,000","96","Resale (occupied at least once)","1980","Chesswood","1,104","0.19","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2210216","6890-00-1526","CLOSD","19494 Vontay Road, Hanover VA 23102","23102","Hanover","Single Family Residence","12/30/2022","$483,700","$495,518","0","New (never occupied)","2022","None","2,258","10.09","4","2.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2208501","8706-58-8248","CLOSD","9232 Crowell Street, Hanover VA 23116","23116","Hanover","Single Family Residence","12/30/2022","$489,950","$489,950","204","New (never occupied)","2022","Rutland","2,130","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","BRTVANK2000050","22A14-2-113","CLOSD","","23124","New Kent","Single Family Residence","12/30/2022","$333,175","$333,175","0","New (never occupied)","2022","GROVES","1,368","0.23","3","2.0","Public Water","Public Sewer On Site","",""
"1","BRTVAHA2000298","8726-12-1031","CLOSD","6621 Rural Point Road, Hanover VA 23116","23116","Hanover","Single Family Residence","12/30/2022","$299,950","$221,000","12","Resale (occupied at least once)","1975","NONE AVAILABLE","0","0.43","3","2.0","Public Water","Septic","",""
"1","BRTVAHN2000204","743-760-4900","CLOSD","3825 Maher Manor, Henrico VA 23060","23060","Henrico","Townhouse","12/30/2022","$469,000","$469,000","19","Resale (occupied at least once)","2008","WEST BROAD VILLAGE","1,980","","4","4.0","Public Water","Public Sewer On Site","",""
"1","REIN10459073","42/10/F","CLOSD","3940 Bailey Road, New Kent VA 23140","23140","New Kent","Single Family Residence","12/30/2022","$325,000","$315,000","27","Resale (occupied at least once)","2000","ALL OTHERS AREA 140","2,247","8.84","3","3.0","Well","Septic","",""
